Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"enhancedClick(findTestObject(""Login Page/btn_login""), STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:07:49,2025-12-10 11:07:49,"0,192s",PASSED
delay(5),Chrome 142.0.0.0,,,2025-12-10 11:07:49,2025-12-10 11:07:54,"5,013s",PASSED
"verifyElementPresent(findTestObject(""Products/lbl_products""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:07:54,2025-12-10 11:07:55,"0,074s",PASSED
takeScreenshot(),Chrome 142.0.0.0,,,2025-12-10 11:07:55,2025-12-10 11:07:55,"0,220s",PASSED
,,,,,,,
Test Cases/Positive/Success Logout,Chrome 142.0.0.0,,,2025-12-10 11:07:55,2025-12-10 11:08:49,"54,456s",PASSED
"callTestCase(findTestCase(""Positive/Success Login""), [""username"":""standard_user"", ""password"":""secret_sauce""], STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:07:55,2025-12-10 11:08:09,"14,428s",PASSED
delay(3),Chrome 142.0.0.0,,,2025-12-10 11:08:09,2025-12-10 11:08:12,"3,008s",PASSED
"verifyElementPresent(findTestObject(""Products/btn_burgerMenu""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:08:12,2025-12-10 11:08:12,"0,064s",PASSED
"enhancedClick(findTestObject(""Products/btn_burgerMenu""), STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:08:12,2025-12-10 11:08:13,"0,183s",PASSED
delay(3),Chrome 142.0.0.0,,,2025-12-10 11:08:13,2025-12-10 11:08:16,"3,016s",PASSED
"verifyElementPresent(findTestObject(""Products/btn_logout""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:08:16,2025-12-10 11:08:16,"0,063s",PASSED
"enhancedClick(findTestObject(""Products/btn_logout""), STOP_ON_FAILURE)",Chrome 142.0.0.0,,,2025-12-10 11:08:16,2025-12-10 11:08:46,"30,278s",PASSED
delay(3),Chrome 142.0.0.0,,,2025-12-10 11:08:46,2025-12-10 11:08:49,"3,017s",PASSED
"verifyElementPresent(findTestObject(""Login Page/btn_login""), 0)",Chrome 142.0.0.0,,,2025-12-10 11:08:49,2025-12-10 11:08:49,"0,064s",PASSED
takeScreenshot(),Chrome 142.0.0.0,,,2025-12-10 11:08:49,2025-12-10 11:08:49,"0,098s",PASSED
